label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
0	763 m	-0.2603	basketball	guinea pig, reptile	1.0552	289	1.0588	758 N	-0.2765	0.7483	motor sports	766	1130 m^3	0.7957
3	1021 m	0.1473	basketball	hamster	0.2608	431	0.3021	-269 N	0.6252	0.9361	soccer	1240	608 m^3	0.7577
1	656 m	0.297	track & field	cat	1.0704	1223	1.0463	762 N	0.2973	1.0848	badminton	797	898 m^3	1.3119
0	34 m	-0.8219	golf	reptile	0.5889	965	1.1718	789 N	0.6871	0.4313	football	884	416 m^3	1.0375
3	1534 m	0.2783	motor sports	hamster	0.6784	651	0.3414	-226 N	0.7974	0.4275	boxing	973	-128 m^3	0.3307
4	1151 m	0.7346	football	ferret, rat, rabbit	0.7846	-533	0.669	1060 N	0.7297	1.6056	volleyball	18	1004 m^3	0.2169
2	313 m	0.9011	ice hockey	pig	1.3094	559	0.6585	634 N	0.3057	0.4942	track & field	743	866 m^3	0.9524
0	532 m	0.2063	running	Bird	0.7997	1011	1.4699	614 N	0.1749	0.3817	ice hockey	811	290 m^3	0.4796
1	1005 m	-0.1133	soccer	dog	1.0807	944	1.2974	397 N	-0.1974	0.4876	basketball	1131	1364 m^3	1.3285
3	334 m	0.8801	motor sports	hamster	0.3392	978	0.4001	-260 N	0.4309	1.457	boxing	1156	910 m^3	0.9467
2	668 m	0.8254	badminton	HAMSTER	0.8986	132	0.9278	604 N	0.3765	0.2425	ice hockey	921	723 m^3	1.1176
3	673 m	0.2714	motor sports	hamster	0.3782	-91	-0.342	909 N	0.9093	1.0082	baseball	490	802 m^3	0.3508
4	1504 m	0.9683	badminton	rabbit	0.8735	292	0.1143	1042 N	1.056	0.7494	baseball	402	433 m^3	-0.1686
2	188 m	1.092	ice hockey	pig	1.0897	735	1.0243	709 N	0.1702	1.0198	ice hockey	783	1074 m^3	0.7033
3	669 m	0.8506	basketball	hamster	0.1119	237	0.6451	4 N	0.4211	1.5155	soccer	884	-338 m^3	0.8486
3	968 m	0.475	basketball	hamster	0.7591	1025	0.4699	509 N	0.5738	1.4987	boxing	817	-251 m^3	n/a
2	654 m	0.936	ice hockey	pig	1.2132	903	0.8604	1052 N	0.0643	0.5605	ice hockey	1035	99 m^3	1.3063
4	366 m	0.6136	badminton	rat	1.0905	-554	-0.3554	1008 N	0.6142	0.4386	baseball	464	873 m^3	-0.1236
2	1064 m	0.8693	ice hockey	pig	0.8046	979	1.1048	1179 N	-0.4818	1.0473	track & field	699	882 m^3	1.0035
0	1217 m	0.5595	boxing	bird	1.3289	1253	0.7474	671 N	0.3688	0.9418	motor sports	928	769 m^3	-0.4068
2	626 m	0.3773	Ice Hockey	pig	1.3144	1346	1.2231	1080 N	-0.1065	0.9802	ice hockey	1269	1598 m^3	0.5898
1	1136 m	1.2867	baseball	cat	1.4504	1055	1.5027	-220 N	-0.0687	1.0701	badminton	964	145 m^3	0.6718
4	1185 m	0.551	badminton	rat, chicken, fish	1.1503	460	0.4821	374 N	0.643	0.9006	volleyball	-328	1517 m^3	0.7878
1	502 m	0.3048	baseball	dog	0.8926	564	1.1294	2 N	0.0918	0.6858	badminton	890	610 m^3	1.0527
4	1377 m	0.827	football	hamster	1.0117	708	0.0742	1149 N	0.6778	1.2999	baseball	422	523 m^3	0.013
1	946 m	0.1428	soccer	cat	0.7145	1565	1.2028	-355 N	0.541	1.1842	basketball	471	1010 m^3	1.3922
4	616 m	0.4971	badminton	ferret, rat	0.6898	222	0.6331	941 N	0.7723	1.063	volleyball	-241	367 m^3	-0.0213
1	443 m	-0.0352	tennis	dog	1.5504	1388	0.7627	714 N	0.0584	1.1954	badminton	1028	1004 m^3	1.3515
1	1257 m	-0.697	track & field	dog	1.4054	871	0.9965	840 N	0.4731	0.3177	motor sports	1101	515 m^3	0.8028
0	1453 m	-0.6316	golf	reptile, bird	0.9557	783	1.1532	1978 N	0.5298	0.5412	football	1193	969 m^3	0.9483
4	525 m	0.9075	badminton	rabbit, fish, rat	0.9611	188	0.2347	666 N	0.9793	0.4513	volleyball	-279	?	0.0388
2	282 m	0.9409	badminton	hamster	0.6195	733	0.8498	337 N	0.1427	0.9076	ice hockey	978	989 m^3	1.0324
0	675 m	0.4026	running	guinea pig, bird	0.9807	794	0.8182	1183 N	0.5809	-0.1988	BASEBALL	1212	751 m^3	1.0239
0	1372 m	0.0707	soccer	bird	0.6263	268	0.9358	399 N	0.3894	0.3218	tennis	585	967 m^3	0.0992
1	964 m	0.2513	tennis	dog	None	1295	1.0648	589 N	0.0165	0.9977	track & field	939	-134 m^3	0.8846
4	1226 m	0.8395	FOOTBALL	rat, rabbit, chicken	0.7346	194	0.6487	1214 N	1.0505	0.6252	volleyball	-99	205 m^3	0.2098
4	995 m	0.6833	badminton	rat, chicken, fish, rabbit	1.1364	718	0.3684	332 N	0.6803	0.7319	volleyball	147	187 m^3	-0.2007
1	1009 m	0.4649	soccer	dog	0.956	1006	0.8023	346 N	0.1702	0.6197	basketball	835	581 m^3	0.5534
4	1426 m	N/A	football	chicken	0.6681	507	0.6428	1290 N	1.0068	1.4459	volleyball	242	1052 m^3	0.0623
0	1060 m	0.1182	running	guinea pig	0.4627	626	0.9589	895 N	0.3249	0.4207	tennis	568	495 m^3	0.6962
2	78 m	0.2429	ice hockey	pig	0.7992	1067	0.942	485 N	-0.0284	1.0573	track & field	1115	535 m^3	0.6499
3	905 m	0.3646	motor sports	reptile, bird	0.9691	-14	0.2715	686 N	0.9033	0.7091	soccer	596	434 m^3	1.2621
4	626 m	1.0092	football	rabbit, chicken, ferret, fish	0.9897	337	0.5007	1019 N	0.2446	0.9887	baseball	394	488 m^3	-0.4497
3	1314 m	0.1683	ice hockey	hamster	1.0253	-386	0.1592	115 N	1.0404	0.4298	boxing	550	-377 m^3	0.8288
4	931 m	0.731	ice hockey	ferret, fish	1.2752	346	0.5203	824 N	1.0182	0.8411	volleyball	-166	979 m^3	-0.2119
4	684 m	0.944	basketball	rat, ferret, rabbit	1.2606	464	0.4925	872 N	0.1623	1.4322	volleyball	-587	708 m^3	-0.0091
2	599 m	0.6092	ice hockey	hamster	0.8156	406	1.3255	129 N	0.1786	1.2058	running	1205	1437 m^3	0.8094
4	1627 m	0.9518	badminton	pig	1.0061	26	0.3656	1148 N	0.9929	1.3886	volleyball	291	771 m^3	0.3049
0	1128 m	0.1442	motor sports	guinea pig	1.4278	729	1.1423	1044 N	0.1357	0.1432	motor sports	1240	603 m^3	0.5825
0	733 m	0.0459	volleyball	reptile	0.6003	566	0.9349	1040 N	0.6296	0.4941	motor sports	1153	1641 m^3	-0.005
1	1088 m	0.0557	track & field	dog	1.0437	256	0.6524	586 N	0.0668	N/A	badminton	692	500 m^3	0.7269
3	769 m	0.1387	basketball	hamster	0.1543	n/a	-0.3127	44 N	0.9767	1.1408	boxing	1166	780 m^3	0.5765
3	1161 m	1.1628	basketball	hamster	0.6063	809	0.131	-259 N	1.286	0.576	boxing	351	827 m^3	0.1154
1	1063 m	0.8773	baseball	dog	1.1675	867	0.6477	257 N	-0.3555	-0.2714	basketball	942	717 m^3	1.0661
0	1121 m	-0.1698	motor sports	reptile	0.6901	459	1.194	876 N	1.0008	0.6012	football	635	1078 m^3	0.4253
0	1550 m	0.0866	running	bird, guinea pig	1.5447	466	0.8024	871 N	-0.0401	0.0682	MOTOR SPORTS	677	371 m^3	0.2768
4	865 m	0.7836	football	chicken, ferret	0.4052	214	0.4579	789 N	1.3735	0.2061	Boxing	-501	302 m^3	-0.0203
4	1311 m	0.6532	badminton	rat, fish, chicken, ferret	1.5577	-36	0.7089	129 N	0.6371	1.1515	volleyball	118	-59 m^3	0.7244
0	812 m	0.6245	golf	guinea pig, reptile	1.2175	184	1.8677	1163 N	0.3899	1.319	tennis	352	n/a	0.451
2	679 m	0.775	motor sports	pig	0.8384	175	1.0874	692 N	0.2574	1.2333	track & field	1270	734 m^3	2.0189
2	-488 m	0.5159	ice hockey	pig	1.2445	215	1.4219	794 N	-0.1745	0.5864	ice hockey	726	1293 m^3	1.1837
1	1016 m	0.1286	tennis	cat	0.6567	926	1.4545	381 N	0.3199	0.7683	badminton	1509	54 m^3	1.0236
4	576 m	0.0936	football	rabbit	1.1382	12	0.6265	504 N	0.6334	1.1836	volleyball	194	730 m^3	0.0692
0	561 m	-0.3994	ice hockey	bird, guinea pig	0.5435	172	1.3251	404 N	0.7833	0.5359	tennis	516	781 m^3	0.1835
3	1157 m	0.8658	motor sports	hamster	0.0333	404	-0.0987	229 N	1.1317	0.0092	soccer	1329	774 m^3	0.0923
2	21 m	0.6552	ice hockey	pig	1.0536	1110	0.7818	1333 N	-0.1035	0.6346	ice hockey	1178	465 m^3	0.4628
3	662 m	0.869	motor sports	hamster	0.2542	113	0.1945	414 N	1.2425	1.027	soccer	304	-40 m^3	0.3489
1	235 m	0.5877	baseball	dog	0.7089	758	0.9963	847 N	0.4319	0.3632	basketball	1258	932 m^3	1.1659
3	1114 m	NULL	basketball	hamster	0.4059	405	0.2421	-522 N	1.0045	0.7228	baseball	780	83 m^3	-0.1187
2	94 m	1.5073	soccer	pig	1.0313	434	0.8142	781 N	0.2632	0.606	track & field	-50	634 m^3	-0.1246
3	1360 m	0.4186	baseball	HAMSTER	0.253	226	0.4532	538 N	1.2846	1.1294	boxing	1502	256 m^3	0.5913
0	1084 m	-0.4267	volleyball	guinea pig, bird	1.2242	698	0.9464	866 N	0.739	1.2852	football	771	611 m^3	0.0697
0	856 m	0.249	running	bird, guinea pig	1.2725	725	0.7859	1178 N	0.566	0.0714	tennis	308	735 m^3	-0.1704
1	742 m	0.404	track & field	dog	0.5603	1016	1.1893	463 N	0.1207	0.7388	volleyball	1231	733 m^3	0.7071
3	1313 m	0.545	basketball	hamster	0.1043	59	-0.0848	25 N	0.7623	0.7733	soccer	1057	-163 m^3	1.3262
1	780 m	0.5073	basketball	dog	1.3764	313	0.8809	-59 N	-0.1737	0.7012	badminton	1003	856 m^3	1.0224
4	1572 m	0.8804	badminton	chicken, rat	0.7713	189	-0.1093	905 N	0.9714	1.1779	volleyball	-54	883 m^3	-0.1262
3	1185 m	-0.0809	basketball	hamster	0.0629	471	0.1088	140 N	1.237	1.4612	soccer	1002	724 m^3	0.6435
3	864 m	0.6047	basketball	hamster	0.7498	668	-0.2436	275 N	1.6225	0.9655	soccer	1173	2 m^3	0.4829
3	428 m	0.4511	basketball	hamster	0.7329	-103	-0.2297	414 N	1.1913	0.9557	soccer	503	519 m^3	0.4769
0	606 m	0.1603	golf	guinea pig	0.6523	826	0.3302	785 N	0.027	0.3687	football	None	1404 m^3	1.1514
2	472 m	0.2831	ice hockey	pig	0.472	877	0.8494	1086 N	0.4722	1.059	track & field	707	1308 m^3	1.3184
3	778 m	0.5377	basketball	hamster	0.6581	869	0.8441	539 N	0.8375	0.9341	soccer	657	351 m^3	1.164
3	1082 m	0.3031	motor sports	hamster	0.1378	657	0.783	310 N	0.2575	1.1253	soccer	1023	115 m^3	0.3292
1	744 m	0.398	badminton	cat	0.8923	1045	1.3204	414 N	-0.2893	N/A	basketball	487	398 m^3	0.2322
0	803 m	-0.4364	volleyball	bird, guinea pig	0.9331	712	0.8305	1308 N	0.3087	0.8617	tennis	27	976 m^3	0.9448
3	1168 m	0.9619	motor sports	guinea pig, bird	0.7275	-15	0.3839	719 N	0.5005	0.7621	football	313	377 m^3	0.3109
0	696 m	-0.1913	volleyball	reptile	0.9779	756	0.7627	1126 N	0.8087	0.495	tennis	693	1013 m^3	0.4809
0	1048 m	-0.387	running	bird, reptile	1.0574	596	0.8718	514 N	0.32	0.8386	football	795	1311 m^3	0.7302
3	845 m	0.6062	MOTOR SPORTS	hamster	0.5191	796	0.1343	-186 N	0.7757	0.6824	soccer	913	476 m^3	0.7239
1	789 m	0.3661	track & field	cat	1.1803	1330	0.8798	1270 N	0.3276	1.1437	running	885	276 m^3	0.88
4	1382 m	0.9312	football	RAT, CHICKEN	1.1995	241	0.5933	913 N	-0.0816	1.7202	volleyball	344	260 m^3	-0.1204
0	1390 m	-0.6621	volleyball	bird	1.3075	19	0.9094	795 N	0.5793	0.4368	motor sports	192	584 m^3	0.2165
3	756 m	0.5044	basketball	hamster	0.5964	850	0.1477	156 N	0.8439	0.4353	soccer	1363	455 m^3	0.6451
2	344 m	0.6669	track & field	pig	0.2864	699	0.7101	762 N	0.1571	0.3909	track & field	494	731 m^3	0.966
1	672 m	0.1297	soccer	DOG	0.8631	1535	1.0676	1035 N	0.0568	1.2063	badminton	1302	116 m^3	0.6642
1	1002 m	0.522	track & field	dog	1.0437	882	0.9974	436 N	0.3985	1.0379	badminton	741	909 m^3	1.2978
4	931 m	1.1567	football	fish, chicken	1.3963	252	0.8912	1104 N	0.566	0.5323	baseball	1036	337 m^3	-0.5078
4	973 m	0.6778	track & field	chicken	1.179	165	0.5034	845 N	1.2355	0.6223	volleyball	479	833 m^3	0.6576
4	322 m	0.6175	ice hockey	rabbit, rat	1.0596	173	0.5994	1059 N	1.0389	1.0792	baseball	73	966 m^3	0.2898
3	1667 m	0.7062	basketball	hamster	1.0744	1327	0.2965	-133 N	1.0411	1.1434	soccer	398	-192 m^3	0.798
0	1177 m	0.6267	running	guinea pig	1.0418	204	0.969	988 N	0.0166	0.3432	baseball	990	935 m^3	-0.2857
4	1016 m	0.5729	badminton	fish, chicken, rat, rabbit	0.887	363	0.5465	653 N	0.147	1.0348	baseball	-156	1175 m^3	N/A
3	1114 m	1.1056	basketball	hamster	0.6253	217	-0.1304	484 N	0.7973	0.9151	boxing	791	810 m^3	0.893
1	1085 m	-0.0487	tennis	reptile, guinea pig	0.9107	1014	1.3232	490 N	0.2886	1.243	running	894	593 m^3	0.6921
2	177 m	0.6969	ice hockey	pig	1.228	1046	0.7413	553 N	0.1981	0.4589	ice hockey	1133	770 m^3	0.487
2	53 m	0.4935	ice hockey	pig	?	1653	0.8087	699 N	0.081	1.1883	track & field	1047	1867 m^3	0.5897
4	748 m	1.0443	football	ferret, chicken, rat, fish	1.1607	613	0.4225	1402 N	1.2126	1.1058	BASEBALL	473	768 m^3	0.1149
2	533 m	0.3374	ice hockey	pig	0.8575	979	0.8493	588 N	-0.0383	1.202	track & field	1006	836 m^3	0.4396
1	816 m	0.2196	ice hockey	dog	1.1387	776	1.1008	594 N	-0.2395	0.4715	running	1113	880 m^3	0.656
0	964 m	0.2376	boxing	chicken, ferret, fish	0.608	628	1.2607	1184 N	0.2713	0.2477	football	729	1018 m^3	0.8051
0	877 m	-0.441	running	reptile	0.6394	900	0.4881	1007 N	0.2383	0.0623	soccer	317	1180 m^3	1.1244
0	820 m	-0.3775	volleyball	bird, reptile	1.0511	629	1.4442	1531 N	0.6613	0.4892	tennis	112	633 m^3	0.0658
0	135 m		football	reptile	1.6428	638	1.0345	562 N	0.3412	1.4611	tennis	365	1091 m^3	0.3523
0	1621 m	-0.0161	boxing	bird	1.4179	1042	0.8022	1204 N	0.4708	1.0727	tennis	399	1757 m^3	1.0371
1	1360 m	-0.4956	track & field	dog	0.8495	834	1.215	1086 N	0.0386	1.289	badminton	644	452 m^3	0.9096
4	737 m	0.6716	badminton	chicken	1.4228	395	0.5977	1201 N	0.2482	1.169	baseball	375	156 m^3	-0.0484
0	525 m	0.3205	running	bird	0.9904	1254	1.195	817 N	0.0323	-0.2954	?	404	790 m^3	0.5637
4	1079 m	1.0707	football	chicken, rabbit	1.0447	-744	0.7265	815 N	0.5293	1.3852	volleyball	-241	248 m^3	-0.0485
0	942 m	0.1904	golf	bird, guinea pig	1.2971	514	0.8048	1094 N	0.4038	0.0093	tennis	928	957 m^3	0.067
3	789 m		motor sports	hamster	0.3938	-699	0.3848	656 N	1.0262	1.1754	soccer	877	457 m^3	1.3647
2	377 m	1.1283	ice hockey	pig	1.3736	914	0.7843	941 N	0.405	0.1827	track & field	563	1476 m^3	1.026
2	674 m	0.5433	ice hockey	pig	0.8441	653	0.6917	1039 N	0.3556	1.6131	ice hockey	1214	1225 m^3	1.0617
4	980 m	0.4472	badminton	chicken	1.2132	538	0.5934	738 N	0.5149	1.2783	baseball	603	35 m^3	0.6405
4	1051 m	-0.0129	football	ferret, rat	1.434	679	0.8367	881 N	0.626	1.0803	baseball	373	683 m^3	0.3803
3	1192 m	0.1245	motor sports	hamster	0.344	-14	0.0512	264 N	0.5341	1.2195	boxing	1023	-63 m^3	0.6069
1	795 m	0.3128	baseball	dog	0.9579	1600	1.3398	377 N	0.2101	0.8955	golf	1251	1229 m^3	0.5379
3	1045 m	0.7757	MOTOR SPORTS	hamster	0.2589	981	NULL	89 N	0.7767	1.0782	boxing	619	70 m^3	0.1726
1	1617 m	0.2298	badminton	cat	0.4597	1023	1.1567	108 N	0.4246	0.6926	golf	777	763 m^3	0.6866
1	1222 m	0.8847	soccer	dog	0.6942	362	1.1006	258 N	0.0966	1.5727	golf	524	620 m^3	0.5342
3	1130 m	0.4058	basketball	hamster	0.0671	435	0.4618	-451 N	1.001	1.277	soccer	450	696 m^3	0.5883
3	1132 m	0.7482	basketball	hamster	-0.1087	499	0.02	74 N	0.4723	1.3092	soccer	1124	253 m^3	-0.2236
1	1251 m	0.3417	soccer	dog	0.8482	332	0.9135	578 N	0.0464	1.2586	badminton	854	1288 m^3	0.8778
0	1240 m	-0.1406	volleyball	bird	1.0599	654	1.2239	658 N	0.436	0.1518	motor sports	46	753 m^3	0.4382
2	617 m	0.8767	ice hockey	pig	1.1695	883	0.7345	614 N	0.1769	0.7381	ice hockey	1673	1233 m^3	0.8236
4	828 m	0.6734	badminton	rabbit	1.097	885	0.9303	1455 N	0.2581	1.0455	volleyball	-277	1177 m^3	0.2897
2	224 m	1.5973	boxing	hamster	0.9084	891	0.5149	253 N	0.4489	0.064	ice hockey	322	868 m^3	0.6449
1	201 m	-0.5116	track & field	cat	1.3863	681	1.1055	617 N	0.0459	0.435	badminton	620	502 m^3	0.8886
2	53 m	0.4122	ice hockey	pig	1.5328	1158	0.5191	791 N	0.0363	1.5417	track & field	927	1067 m^3	0.5684
0	243 m	-0.5622	badminton	hamster	1.5398	710	1.3451	1160 N	0.7261	0.2792	motor sports	689	1069 m^3	0.402
4	426 m	0.2957	badminton	rat, fish, ferret	0.4687	87	0.4097	833 N	0.8968	0.8771	baseball	52	227 m^3	0.6002
1	804 m	0.6528	tennis	cat	0.8477	902	1.1695	476 N	0.4616	0.7369	baseball	1044	699 m^3	0.7486
1	1050 m	0.4575	baseball	cat	0.9524	724	0.7639	64 N	-0.0009	1.1005	golf	1232	651 m^3	0.9703
4	945 m	0.6343	badminton	chicken, fish, rabbit	1.199	378	0.7263	930 N	0.7	1.2583	volleyball	70	643 m^3	0.2287
0	1335 m	0.0423	boxing	guinea pig, bird	0.3641	135	1.2308	605 N	0.3767	0.7913	motor sports	678	1560 m^3	-0.5666
3	611 m	0.05	volleyball	hamster	0.3959	1100	-0.3107	-152 N	0.9791	1.0541	SOCCER	1246	568 m^3	-0.127
2	93 m	0.287	ice hockey	pig	0.6559	678	0.8242	558 N	0.0273	0.9123	boxing	1882	875 m^3	1.1832
0	581 m	0.0229	golf	guinea pig	0.8843	-91	1.3151	408 N	0.138	0.588	tennis	389	963 m^3	0.5354
3	1676 m	0.9669	basketball	hamster	1.0173	44	-0.0329	64 N	1.412	1.2147	soccer	223	240 m^3	0.7356
2	-113 m	0.8881	football	hamster	0.7374	782	0.7904	818 N	0.3791	1.5335	track & field	305	1553 m^3	0.7689
4	1024 m	0.4571	badminton	ferret, chicken, rat, fish	0.9178	239	-0.1407	1192 N	0.9098	1.0415	Volleyball	480	511 m^3	0.3551
3	1257 m	0.5817	basketball	hamster	0.157	652	0.598	394 N	0.6424	0.9511	soccer	652	-65 m^3	0.3566
4	1086 m	0.5592	badminton	pig	1.3801	199	0.3912	459 N	0.7186	0.7618	volleyball	-31	969 m^3	0.4618
1	905 m	0.0021	baseball	dog	1.3286	1255	0.9812	503 N	0.3469	1.1135	golf	1078	1749 m^3	0.6511
2	222 m	1.3563	motor sports	pig	0.9752	1293	0.5601	884 N	-0.2165	0.4337	track & field	972	921 m^3	0.6632
4	1025 m	0.4902	badminton		0.5771	512	0.4709	1353 N	0.4817	0.8276	baseball	213	N/A	-0.3801
0	1308 m	0.1713	tennis	reptile	0.8475	963	0.962	1234 N	0.2641	0.6404	tennis	754	1727 m^3	0.2201
0	?	-0.31	volleyball	hamster	0.6891	275	0.693	1069 N	0.3709	0.0382	MOTOR SPORTS	672	997 m^3	0.3545
2	624 m	0.3888	ice hockey	bird	0.8203	906	0.9408	1306 N	0.212	1.0956	track & field	474	833 m^3	0.3673
2	293 m	0.7101	badminton	pig	1.0311	689	1.1988	398 N	N/A	0.3759	ice hockey	766	1217 m^3	0.3926
3	644 m	0.5171	basketball	hamster	1.0418	604	0.1767	N/A	0.0811	0.8798	soccer	-3	466 m^3	0.4907
0	1184 m	0.2138	boxing	guinea pig	0.8311	606	0.9655	NULL	0.5716	0.4409	tennis	704	964 m^3	0.5962
1	1028 m	-0.4644	ice hockey	CAT	1.0786	585	1.1234	-194 N	-0.2085	0.8696	running	1202	650 m^3	None
2	787 m	1.604	ice hockey	pig	0.64	524	0.9845	1102 N	-0.0458	1.1837	track & field	1215	1329 m^3	0.7366
0	1242 m	-0.7392	boxing	reptile, bird	0.5784	748	1.1941	732 N	0.1328	?	football	324	776 m^3	0.5545
0	1345 m	0.0077	golf	reptile	0.636	241	0.505	656 N	0.4265	0.2532	tennis	509	901 m^3	0.3075
3	766 m	0.6574	basketball	hamster	0.1035	732	0.3821	373 N	1.1342	0.5141	soccer	1087	32 m^3	0.3228
3	720 m	0.175	basketball	hamster	0.3945	-302	-0.0243	463 N	0.8683	0.6484	boxing	1344	163 m^3	0.761
2	1053 m	0.8996	ice hockey	pig	0.8421	637	0.7152	1179 N	0.2475	1.348	ice hockey	734	1102 m^3	1.3754
1	1353 m	0.6517	track & field	dog	1.0919	609	1.2067	1086 N	0.3338	0.8464	basketball	414	782 m^3	1.0458
1	881 m	-0.1549	tennis	hamster	0.9591	384	0.9747	240 N	-0.0907	0.4908	badminton	1477	810 m^3	0.8154
4	598 m	1.185	football	rat	1.2382	538	0.7752	1148 N	0.3754	0.9947	baseball	214	349 m^3	0.8816
2	-280 m	0.5849	ice hockey	pig	1.2959	1150	0.5375	865 N	0.6441	1.0452	ice hockey	597	1187 m^3	1.0598
3	1127 m	0.4765	motor sports	hamster	0.4099	630	0.1716	515 N	0.5838	1.5929	boxing	716	449 m^3	1.2004
2	403 m	0.4248	ice hockey	pig	0.4993	1255	0.3045	695 N	0.131	1.1384	tennis	1217	909 m^3	0.7645
1	739 m	0.5181	tennis	dog	1.0716	677	1.0839	508 N	0.1607	1.1841	badminton	1031	1099 m^3	0.9508
0	1254 m	0.2713	golf	guinea pig, reptile	0.2978	705	1.1195	678 N	0.3937	-0.0112	tennis	750	1019 m^3	0.398
3	957 m	0.4109	basketball	hamster	0.5475	1234	0.4379	684 N	1.2743	1.1392	soccer	734	113 m^3	0.6504
2	894 m	0.3032	ice hockey	pig	0.3742	560	0.9427	1008 N	-0.2184	1.4952	ice hockey	1228	642 m^3	0.788
2	666 m	0.7702	baseball	pig	1.3037	406	0.4559	1602 N	-0.1543	0.9994	ice hockey	1142	737 m^3	0.9522
0	613 m	0.2256	running	guinea pig	0.995	436	0.9145	1271 N	0.5132	0.4604	football		596 m^3	0.2247
2	596 m	1.1609	ice hockey	pig	1.3588	1332	0.675	450 N	0.6518	1.2705	ice hockey	669	1293 m^3	0.4681
3	1017 m	0.5602	basketball	HAMSTER	0.392	-35	0.2579	143 N	0.9987	1.1918	boxing	1611	363 m^3	0.5863
2	520 m	0.9288	ice hockey	pig	1.0641	769	1.1565	274 N	-0.1804	0.7681	track & field	443	1086 m^3	0.6729
4	1257 m	0.4405	football	rabbit, chicken, ferret, fish	1.2978	871	0.5639	1099 N	0.7851	None	baseball	620	1204 m^3	0.9059
0	1100 m	-0.2226	tennis	fish, rat, ferret	0.8012	793	0.8649	912 N	-0.062	1.1819	tennis	724	789 m^3	0.0563
1	322 m	0.3061	tennis	dog	1.0717	832	0.9736	245 N	-0.3867	1.2506	running	1500	1105 m^3	1.5437
1	1232 m	0.1059	track & field	cat	1.0289	975	1.1731	884 N	0.4533	1.3527	badminton	716	792 m^3	1.404
1		0.8965	track & field	hamster	1.0183	1562	1.3129	-425 N	-0.0742	1.2786	running	1290	1215 m^3	0.4913
4	839 m	1.071	football	Ferret, Chicken	1.036	-225	0.5328	1031 N	1.0708	0.2493	baseball	1036	689 m^3	0.0003
0	652 m	0.1033	volleyball	bird	0.8028	526	1.1197	1090 N	0.3042	0.4199	football	1126	1452 m^3	0.4439
2	674 m	1.0607	ice hockey	pig	0.5332	795	0.4131	755 N	0.0604	0.5196	track & field	1317	1312 m^3	1.3913
1	1034 m	0.0943	soccer	cat	1.1336	870	1.085	362 N	0.3404	1.8815	badminton	1511	962 m^3	0.6723
0	911 m	0.3959	running	reptile, guinea pig	0.9066	1485	1.0925	589 N	0.6633	0.0097	badminton	326	1343 m^3	0.2988
4	755 m	0.6994	football	ferret, rabbit, rat	0.4482	789	0.9906	788 N	0.9369	0.3528	Volleyball	233	1523 m^3	-0.0489
2	643 m	1.1877	running	pig	1.2008	635	0.6224	902 N	-0.1091	1.6168	ICE HOCKEY	815	1243 m^3	1.226
0	1437 m	0.4361	volleyball	bird, reptile	0.4055	569	0.7632	572 N	0.8082	0.7041	tennis	553	1226 m^3	-0.0325
1	767 m	-0.2483	soccer	dog	1.0455	805	0.8477	454 N	0.3407	0.7955	golf	1055	792 m^3	1.2889
4	754 m	0.418	badminton	chicken	0.7537	175	0.4134	697 N	0.911	1.2151	volleyball	571	579 m^3	0.0644
2	334 m	0.6019	soccer	pig	0.551	1100	0.875	1591 N	0.3122	0.2904	ice hockey	673	1391 m^3	1.1765
4	1072 m	0.663	badminton	rabbit, fish, rat, chicken	1.4763	127	0.413	1523 N	0.6587	1.1751	Baseball	228	753 m^3	0.1624
0	1543 m	-0.0066	running	reptile, guinea pig	0.5349	741	0.6061	829 N	0.052	0.54	motor sports	1002	936 m^3	0.4772
4	1910 m	1.0089	badminton	rat, fish, chicken	0.8608	525	0.103	793 N	0.5141	0.6624	basketball	136	876 m^3	-0.4614
1	695 m	0.1591	soccer	cat	0.8276	471	1.3863	1134 N	-0.178	0.3145	golf	916	1099 m^3	1.2354
0	1378 m	?	running	reptile	1.4819	549	0.8083	705 N	0.3221	0.7877	track & field	719	594 m^3	0.2027
1	1065 m	0.5075	tennis	dog	1.112	837	1.1645	443 N	-0.046	0.8464	badminton	643	-20 m^3	1.1386
2	372 m	0.9629	ice hockey	hamster	1.1315	1417	0.7244	694 N	-0.0608	0.6728	track & field	456	1981 m^3	1.013
3	873 m	0.5478	basketball	hamster	0.287	697	0.3137	-187 N	0.8795	0.9051	boxing	1111	652 m^3	0.7693
3	890 m	0.2438	track & field	hamster	-0.1224	258	0.2512	-866 N	1.2819	0.8127	boxing	1042	-79 m^3	0.1331
0	806 m	-0.3	running	guinea pig, reptile	0.5594	517	1.2067	899 N	0.3026	0.2981	football	739	1125 m^3	0.9185
3	1213 m	0.4771	basketball	hamster	0.1941	446	0.2581	121 N	1.0998	0.8462	soccer	1443	-62 m^3	0.4113
0	1501 m	0.2473	volleyball	bird	1.312	1117	0.6817	520 N	0.1816	0.2728	motor sports	270	967 m^3	0.6731
4	988 m	0.5645	badminton	chicken	1.2904	573	0.4573	924 N	0.3498	0.7633	volleyball	311	470 m^3	0.2784
4	1376 m	1.1223	basketball	ferret	1.2385	270	1.1254	857 N	0.9613	1.4117	baseball	73	928 m^3	0.3286
